0,0.367656,0.68118083,0.75764304,0.9201744,0.73065144,0.69033116,0.7508229,0.7676278,0.7402791,0.5702216,0.5845849,0.51128113,0.5305028,0.7171988,0.28174016,0.32851398,0.46706334,0.56561553,0.40043506,0.66561145,0.48507458,0.7807231,0.46662548,0.57459706,0.58541065,0.36114186,0.3291496,0.6254642,0.4907247,0.4887475,0.3413376,0.35198066,0.48820728,0.30014002,0.35625812,0.37709174,0.45854598,0.45568606,0.6582306,0.2625429,0.4476972,0.08296972,0.11355573,0.32385746,0.25039393,0.41711098,0.18391992,0.3547666,0.57541996,0.49910554,0.5732116,0.53929734,0.3944972,0.12456894,0.2872242,0.54746896,0.46110848,0.87250185,0.4543105,0.48858365,0.38549867,0.2509731,0.38368562,0.34950036,0.28775063,0.45945176,0.72127676,0.26871163,0.41231713,0.13478045,0.3147954,0.46508107,0.57894254,0.48757792,0.24550696,0.50230503,0.3547731,0.3017977,0.17435807,0.6763144,0.23763973,0.7269373,0.44201595,0.37001225,0.08421423,0.29216558,0.5451819,0.15208635,0.15109777,0.18923911,0.5601062,0.43308508,0.031587776,0.18247034,0.10453583,0.00016105872,0.05882868,0.26384696,0.36184442,0.1729285,0.43740517,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.42387300729751587
1,0.33485165,0.6762465,0.7516718,0.91826147,0.728209,0.6833041,0.7478118,0.7661171,0.7360311,0.5549232,0.56860614,0.5010492,0.53208053,0.711985,0.28510407,0.3248496,0.46994042,0.5628008,0.40122035,0.6530843,0.48190054,0.7773501,0.46111706,0.57073957,0.5809781,0.3491116,0.33306646,0.63987356,0.48179,0.497762,0.32959,0.34057188,0.46320415,0.27661055,0.3600203,0.37946945,0.43874642,0.44025663,0.6347425,0.2602952,0.4287487,0.10956823,0.1101656,0.30960262,0.24804953,0.4158716,0.20912325,0.37415597,0.5520227,0.4892872,0.57076645,0.53629553,0.36038646,0.14796741,0.2653864,0.5433021,0.46542117,0.8577122,0.4420623,0.43244886,0.38320324,0.22959736,0.3768181,0.3311479,0.2853583,0.45285678,0.7037405,0.28992838,0.3935982,0.12430156,0.3107604,0.44966546,0.60629326,0.49807188,0.23734449,0.49787235,0.35668248,0.3348569,0.18434355,0.6510471,0.19113806,0.6966943,0.4251908,0.3724189,0.07198704,0.27887192,0.5442965,0.15128182,0.15373597,0.19801229,0.5261164,0.36249265,0.039781746,0.14146557,0.08884242,7.156131e-05,0.024176523,0.2207092,0.3764826,0.17256345,0.42534873,0.09515092,0.048225585,0.2573109,0.035174433,0.08042413,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.40140700340270996
2,0.20861885,0.6659873,0.72253424,0.8770875,0.72105825,0.6596818,0.7426866,0.73857975,0.72655195,0.5603049,0.5383245,0.50572073,0.518241,0.6686483,0.29717976,0.32949403,0.45731556,0.5466131,0.39927715,0.6629432,0.46611372,0.76069844,0.46021026,0.56092167,0.57919437,0.3406145,0.2971457,0.63207203,0.45810822,0.4971129,0.37586275,0.35950488,0.48033646,0.28250265,0.36983535,0.37074974,0.41673452,0.44620433,0.63416374,0.20748392,0.44505513,0.08639647,0.12986836,0.31915623,0.23226783,0.41561958,0.16217573,0.35566467,0.5314112,0.48918465,0.5794216,0.5333915,0.41568464,0.14400345,0.2653282,0.5402516,0.46976954,0.86288494,0.43013957,0.44199076,0.34799653,0.2259246,0.32303715,0.3304525,0.2871647,0.44763198,0.69370157,0.29281265,0.39242077,0.09071905,0.29992783,0.44624776,0.5871027,0.45984957,0.27394688,0.4840139,0.34400323,0.51271284,0.21479294,0.55352926,0.25378206,0.6055444,0.42284182,0.36476558,0.096880645,0.28259942,0.537093,0.1264777,0.14232847,0.3227037,0.5727698,0.30945674,0.0029188083,0.1552933,0.109371215,0.0002936707,0.03319191,0.29567102,0.3859782,0.15253174,0.42540213,0.05958727,0.035806604,0.24442092,0.18713503,0.09832974,0.09119523,0.03017105,0.40812606,0.046251092,0.068189405,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3861907720565796
3,0.08176388,0.6627438,0.7292135,0.84114444,0.7184511,0.66087365,0.7403094,0.7430919,0.725345,0.5568022,0.50853944,0.4943871,0.5190122,0.6059553,0.316233,0.32373348,0.4538317,0.5456926,0.4017507,0.65857595,0.4689663,0.7639762,0.46203616,0.5605707,0.56087446,0.33915836,0.3238337,0.6241265,0.4584956,0.4914482,0.35004282,0.34523472,0.47440705,0.27221188,0.36963555,0.36363617,0.39827278,0.44126508,0.63655907,0.21985577,0.43710572,0.08184868,0.15171477,0.33426854,0.24481472,0.4064429,0.1597652,0.3531081,0.54166734,0.48073947,0.5817614,0.5293727,0.41793263,0.14761132,0.26018596,0.5274042,0.48161262,0.85819685,0.42373472,0.4396184,0.35052806,0.24035464,0.34728113,0.3374982,0.29555437,0.46101898,0.6830328,0.29995972,0.39355537,0.07764242,0.29882836,0.4447894,0.5873576,0.46742392,0.26596662,0.45922977,0.34391734,0.5061851,0.21999113,0.6101601,0.28671858,0.59038466,0.4234114,0.3619309,0.107909314,0.26986352,0.5336551,0.12582763,0.15222645,0.31130093,0.55818075,0.2573779,0.03394863,0.16101083,0.106952794,0.00037053396,0.017480994,0.27198702,0.42099962,0.15753861,0.33297703,0.04632329,0.029070662,0.20548652,0.19035658,0.1179134,0.07549164,0.020573804,0.28529817,0.020073123,0.060701646,0.17906976,0.06829252,0.07901568,0.24797004,0.21646802,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3714258074760437
4,0.0,0.6623381,0.73703134,0.83603203,0.71796024,0.6657125,0.7377671,0.7547435,0.7295678,0.5547274,0.45483547,0.48897356,0.52315444,0.65296286,0.305758,0.3200671,0.45597965,0.54536307,0.3877745,0.66363096,0.47000024,0.7676944,0.45857903,0.56169504,0.55933166,0.33836338,0.35634008,0.61784446,0.46242148,0.4932367,0.3239244,0.32452357,0.46962106,0.25214052,0.36114258,0.36922526,0.38758236,0.43842417,0.6157836,0.22930185,0.43216598,0.09837198,0.15790291,0.34178114,0.24478668,0.40352118,0.17678684,0.33846968,0.5377262,0.47044194,0.5875314,0.50351864,0.40759775,0.15144873,0.26723948,0.5258901,0.46148276,0.84286237,0.42546868,0.43027622,0.33027416,0.23893338,0.37115422,0.33526367,0.31591326,0.45652515,0.6741849,0.3105213,0.39037225,0.11302621,0.2855321,0.43777895,0.59163046,0.47263396,0.24630982,0.44224408,0.36006376,0.41712123,0.20600556,0.717544,0.30722076,0.6035612,0.42131007,0.3680702,0.12274998,0.26714143,0.5325151,0.12803538,0.15335073,0.31781662,0.53531706,0.25444618,0.11320617,0.14715694,0.11493877,0.0007247988,0.018747287,0.2610121,0.40441266,0.16157466,0.36745617,0.039353676,0.028576149,0.19005235,0.24287929,0.09224646,0.066248044,0.020169243,0.23259173,0.013566977,0.053704124,0.16846962,0.05347858,0.0774926,0.28993163,0.1544226,0.022023376,0.29476234,0.5632606,0.11944319,0.48246202,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.366741806268692
5,0.0,0.66192806,0.7387865,0.8394003,0.71880436,0.6677993,0.73541754,0.7502549,0.72154206,0.5573116,0.46199387,0.48995754,0.5200247,0.6451941,0.29267067,0.31910035,0.45423076,0.5456396,0.3812606,0.65729696,0.47003657,0.75870454,0.4642166,0.55321103,0.5477024,0.32858223,0.3598784,0.62606484,0.46494752,0.49443147,0.3417882,0.31402427,0.47758555,0.2467021,0.35058382,0.3591121,0.37527955,0.43539143,0.62692475,0.22518703,0.43025148,0.10040877,0.15005966,0.35283986,0.24410105,0.40271723,0.19685523,0.34049204,0.5291845,0.4644554,0.60015815,0.50377834,0.39150205,0.14346898,0.26717815,0.5069319,0.47252712,0.809292,0.42025265,0.44167724,0.29925454,0.22699268,0.4208241,0.32470146,0.31013346,0.46765262,0.7002836,0.29744336,0.38228476,0.0992274,0.2951109,0.4398763,0.5993603,0.46205395,0.26270702,0.4427766,0.36501366,0.42208105,0.21729292,0.66820395,0.3146934,0.6445217,0.42767444,0.35819912,0.12470018,0.2759059,0.53336924,0.117280774,0.15091403,0.31215942,0.53424865,0.2503532,0.14611031,0.15249856,0.12235761,0.0009933632,0.011129489,0.22853766,0.3849823,0.16187596,0.33834773,0.0376181,0.026874706,0.17580174,0.25668097,0.086443596,0.07208837,0.013919785,0.2757045,0.014525932,0.048802774,0.17221622,0.08108405,0.0730384,0.2918916,0.14895552,0.020815618,0.27047864,0.57985777,0.12412827,0.3792612,0.30171734,0.06654138,0.0827116,0.20311032,0.30113137,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.35830655694007874
6,0.0,0.662574,0.7365943,0.8447908,0.7174942,0.66919285,0.73301345,0.7472882,0.7287124,0.5566734,0.48168376,0.4894649,0.5279689,0.64589006,0.29707438,0.31931424,0.4563947,0.5346033,0.38206777,0.6591186,0.4674771,0.746653,0.39105228,0.55492526,0.5440809,0.32812852,0.34478638,0.62687683,0.4683595,0.48314747,0.37205687,0.3167539,0.48329046,0.26071942,0.34969652,0.36031094,0.36631033,0.4275953,0.61523277,0.23024438,0.4237422,0.1000392,0.14810354,0.35467207,0.24332382,0.41658548,0.18090008,0.3457016,0.5229173,0.46773323,0.5818253,0.470705,0.3734196,0.15402135,0.24939857,0.49540156,0.43148416,0.7904959,0.4198096,0.46110013,0.32748464,0.20836079,0.38878283,0.32176253,0.3051385,0.45041084,0.6671954,0.30142406,0.37815687,0.11543776,0.30059242,0.4221272,0.5969658,0.4671438,0.2692799,0.4349814,0.3704041,0.3970012,0.19814779,0.62405324,0.30035162,0.58488494,0.42402893,0.35709533,0.11957787,0.25788367,0.52871245,0.116671406,0.15428723,0.28174108,0.5325001,0.2066847,0.16322424,0.1586567,0.114861995,0.00093448494,0.010653544,0.28339756,0.401176,0.1626664,0.39181182,0.040274702,0.024948137,0.19468719,0.23435722,0.10918453,0.078175455,0.020088257,0.2680224,0.015430552,0.05101163,0.16160662,0.08913929,0.06869097,0.35141748,0.1567822,0.0036039578,0.10340102,0.6055498,0.11469013,0.26183027,0.26891792,0.083121836,0.089518055,0.19295424,0.29727423,0.19542047,0.37102756,0.22561084,0.20778489,0.5895325,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3521351218223572
7,0.0,0.65674704,0.7236398,0.84865594,0.71605676,0.6567159,0.73818225,0.7426685,0.7356012,0.5526819,0.4910414,0.4857822,0.5182137,0.6514002,0.2985323,0.32523137,0.45154083,0.5076319,0.38465628,0.66440284,0.45973802,0.74232364,0.39727893,0.5514768,0.5618326,0.31725237,0.35900912,0.6207334,0.4821314,0.48156616,0.357353,0.32019156,0.48442742,0.25473815,0.3579981,0.32465723,0.35614702,0.4369779,0.6223071,0.2131556,0.42640898,0.09441859,0.14099127,0.35281265,0.24891463,0.43065166,0.18360092,0.3546558,0.50269884,0.46840233,0.5684702,0.44117072,0.35671788,0.14203735,0.24045019,0.51959026,0.42523545,0.7780748,0.42250213,0.5196631,0.31630751,0.20919183,0.357157,0.32110608,0.29362136,0.45828214,0.6583814,0.2961447,0.36972672,0.12740295,0.2987875,0.44091746,0.5779219,0.4065454,0.2382615,0.43513235,0.36650208,0.40930346,0.21026571,0.5456972,0.27716058,0.50500935,0.42229447,0.33951417,0.11806723,0.24148606,0.53109974,0.09918483,0.15256815,0.2532739,0.55910933,0.19840306,0.14524578,0.15537451,0.10992843,0.00036067548,0.007476381,0.26840067,0.4023378,0.16282234,0.38677117,0.04352827,0.021735854,0.2338885,0.18473965,0.11727154,0.086553566,0.025281893,0.27123973,0.011933536,0.061751444,0.16337188,0.12640542,0.05646432,0.33856508,0.21608609,0.0,0.06188223,0.6243217,0.10578049,0.17966676,0.16947204,0.06945681,0.065516114,0.11797884,0.25186187,0.18262886,0.31153715,0.2633982,0.18431413,0.5947406,0.38842893,0.057415776,0.044768702,0.3002407,0.1842953,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.34012654423713684
8,0.0,0.6554771,0.7318767,0.85324764,0.71212524,0.6570762,0.7346926,0.74314654,0.7313537,0.5502202,0.4971185,0.4884962,0.5202937,0.6558933,0.28907284,0.32471433,0.44701737,0.506977,0.37008873,0.6552757,0.4645236,0.74624115,0.39412478,0.54566705,0.5608269,0.3209388,0.3594927,0.60126853,0.48411745,0.47786698,0.35770926,0.32693094,0.479543,0.25211585,0.35549808,0.3288274,0.34252605,0.4304971,0.61237174,0.2219583,0.42369205,0.09236149,0.14082645,0.35538846,0.2451012,0.43198124,0.18150082,0.35064942,0.49329358,0.4523776,0.56396776,0.4346681,0.33717433,0.13603327,0.23980625,0.49208564,0.41176856,0.74351543,0.4275683,0.48460084,0.30495134,0.20608175,0.35464445,0.31390736,0.30204704,0.45688674,0.6453013,0.28354782,0.3739291,0.11187595,0.29075882,0.41354263,0.589751,0.37360194,0.24214074,0.42030692,0.36275697,0.38829434,0.19752108,0.59748334,0.27827466,0.53106403,0.4209342,0.34536284,0.12451445,0.24507986,0.51907283,0.1075832,0.15210778,0.25212502,0.53944695,0.18619695,0.1334635,0.13406727,0.110974975,9.5053794e-05,0.0068748,0.25440478,0.4290645,0.16219899,0.4050407,0.04613683,0.019856311,0.23855132,0.18364376,0.13201082,0.1000168,0.022879811,0.28207776,0.009135215,0.057536315,0.15760517,0.12125407,0.0462871,0.31880918,0.21756242,0.0,0.050038867,0.6193186,0.110511445,0.0907069,0.2184483,0.06830413,0.0737882,0.08658625,0.244009,0.18797556,0.30636767,0.26007843,0.19203772,0.5973347,0.39965296,0.0568799,0.045285814,0.27631417,0.10327717,0.13951783,0.068255454,0.0,0.10089044,0.24622378,x,x,x,x,x,x,x,x,x,x,0.32828381657600403
9,0.0,0.6538641,0.7275345,0.8600185,0.7102535,0.65097445,0.7344833,0.74944615,0.71613044,0.54907846,0.49106443,0.48139802,0.50996375,0.6670661,0.2929668,0.32812724,0.4363921,0.5036349,0.37063503,0.6468537,0.4597106,0.72886854,0.42690682,0.5361329,0.5528736,0.3122793,0.35824665,0.59669095,0.48788074,0.48078704,0.3486216,0.32896456,0.48860958,0.24931191,0.3378293,0.2813866,0.33337775,0.42444646,0.618489,0.22235776,0.42230824,0.08531827,0.13220647,0.3522087,0.24603255,0.414683,0.1920117,0.37246668,0.48485413,0.443701,0.53999263,0.44827145,0.34737834,0.1287025,0.21846785,0.52021056,0.42167413,0.73518205,0.4254118,0.45162502,0.289317,0.23941633,0.3765944,0.30507505,0.30102876,0.43934175,0.66068006,0.28007784,0.38446102,0.11545741,0.28602153,0.42707938,0.57181513,0.2991445,0.22056441,0.43726096,0.35431868,0.38753572,0.20287833,0.6289189,0.30832502,0.518605,0.41582176,0.34655598,0.12540418,0.2620854,0.5167093,0.113771625,0.1467169,0.28741372,0.55581313,0.18864532,0.115180045,0.12166592,0.1094619,0.0007505992,0.010836763,0.21139994,0.406633,0.15623134,0.3924965,0.045213755,0.0135516925,0.24296409,0.19555119,0.12253286,0.10638541,0.022328064,0.2855445,0.005581695,0.06444862,0.13226487,0.13863227,0.029492447,0.26584083,0.3286535,0.0,0.02747422,0.6475138,0.11482636,0.009113777,0.123513095,0.032247514,0.0001583477,0.03436994,0.204506,0.173042,0.28706563,0.21003865,0.15839541,0.605335,0.3273446,0.04267586,0.051622234,0.27176574,0.06244424,0.109849885,0.046618335,0.0,0.039556865,0.18439934,0.07936808,0.19479564,0.15964006,0.04109734,0.08104139,x,x,x,x,x,0.3141964375972748
