0,0.3636114,0.67831814,0.74550724,0.920761,0.7263673,0.6970905,0.74835986,0.77812356,0.7348483,0.56751186,0.60455513,0.5064667,0.54191625,0.71389055,0.2598584,0.33229688,0.45012075,0.5427138,0.42231813,0.6561331,0.49056685,0.7704959,0.48096976,0.5739578,0.564064,0.36353794,0.34717566,0.6834148,0.500861,0.5101507,0.30287042,0.32600245,0.48669282,0.29287735,0.38928092,0.35700107,0.41400498,0.4464307,0.6430896,0.25009108,0.4593251,0.1248783,0.12687916,0.34884745,0.24038924,0.4451352,0.18360381,0.3864861,0.56695884,0.49260828,0.57754236,0.5579286,0.30723614,0.13735299,0.27775824,0.557404,0.45588315,0.8683364,0.45546347,0.5531636,0.36629593,0.22893068,0.40531716,0.32908416,0.30814722,0.44468546,0.7131308,0.33702862,0.3860547,0.13188116,0.3602346,0.45801893,0.5754272,0.50728524,0.27281222,0.47918355,0.3910715,0.27376366,0.21478488,0.4235692,0.358341,0.7619978,0.43584257,0.3512941,0.05074502,0.29771313,0.54516876,0.15928294,0.15616775,0.15795183,0.5469554,0.42752576,0.15579931,0.24614426,0.10136532,0.0003305916,0.038397495,0.31140503,0.40317053,0.15155277,0.36579913,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.4251202940940857
1,0.27573407,0.6711656,0.73558813,0.91933525,0.72390366,0.69792575,0.7448941,0.773026,0.7277569,0.5592059,0.5989315,0.51313096,0.53824455,0.7063096,0.2471758,0.3320389,0.45204037,0.52615273,0.41283417,0.6472333,0.49050686,0.7740593,0.4685841,0.5604835,0.5517567,0.35224965,0.30030966,0.66080433,0.5018804,0.50657785,0.32568768,0.30531216,0.4733088,0.29890573,0.37685362,0.3215577,0.40120828,0.44560483,0.6415554,0.23150474,0.44863135,0.1638713,0.15445222,0.34975958,0.2617169,0.45434308,0.19115065,0.40138957,0.56432706,0.46553108,0.54750603,0.58047354,0.29402003,0.12135583,0.27690038,0.5687915,0.4294594,0.86737984,0.4573373,0.5373887,0.34856477,0.26849112,0.36223948,0.3134626,0.28649455,0.45085457,0.6779934,0.3702569,0.39365056,0.15600792,0.34583303,0.4518692,0.56047446,0.48390552,0.2712609,0.4769455,0.39092425,0.2986132,0.23687649,0.5875661,0.40068159,0.765544,0.4394135,0.3558548,0.08913967,0.2826759,0.53973746,0.17151268,0.16379449,0.18395202,0.580663,0.33649972,0.15656601,0.2521425,0.07568143,0.0034030306,0.027964296,0.34484994,0.43879023,0.1541946,0.35480413,0.11506087,0.026074601,0.36108258,0.034634024,0.20240906,0.043525036,0.15409492,0.5895165,0.046370454,0.30982503,0.15875782,0.0,0.054614056,0.48175576,0.7812479,0.0,0.31478125,0.67000365,0.24088565,0.4627834,0.258749,0.044542983,0.09729086,0.20828389,0.32808113,0.17077346,0.48496103,0.30007222,0.38479945,0.52514124,0.54633325,0.0037358105,0.010584123,0.22175004,0.07901752,0.0420206,0.0,0.0,0.0,0.23071654,0.19057001,0.00061835133,0.04124022,0.010726497,0.009930433,0.0,0.0,0.0,0.0,0.0,0.34446778893470764
