0,0.95089155,0.89876163,0.4151985,0.88122326,0.70634246,0.8473183,0.9514839,0.87938136,0.920397,0.48052424,0.91368866,x,x,x,x,x,x,x,x,x,x,0.8041101098060608
1,0.90379035,0.90699446,0.4090379,0.8555996,0.6969214,0.8272267,0.935766,0.8780787,0.9161994,0.49986368,0.9176442,0.25727844,x,x,x,x,x,x,x,x,x,0.7503666877746582
2,0.89751005,0.9137675,0.4136626,0.8449985,0.6961307,0.81965595,0.9152721,0.87618923,0.8416552,0.46621302,0.88139516,0.24576756,0.66064745,x,x,x,x,x,x,x,x,0.7286819219589233
3,0.9093318,0.9029603,0.40329203,0.8183127,0.67543966,0.8052487,0.9083219,0.87852603,0.85191333,0.46681142,0.73642087,0.30729133,0.44432294,0.0027365456,x,x,x,x,x,x,x,0.6507806181907654
4,0.89968026,0.9011259,0.34064978,0.81658214,0.6489716,0.80777216,0.8883094,0.86390215,0.8365746,0.45933193,0.503004,0.27600047,0.3685692,0.01090799,0.32988927,x,x,x,x,x,x,0.5967513918876648
5,0.8792848,0.8977728,0.3367081,0.7941235,0.63828105,0.80857056,0.8895229,0.86556274,0.8492231,0.42895487,0.5302957,0.2318576,0.35776937,0.0103400955,0.3057474,0.6887053,x,x,x,x,x,0.5945450067520142
6,0.8425333,0.8791887,0.33996668,0.7565994,0.625907,0.7926743,0.8743645,0.8655236,0.8470372,0.4078049,0.41702384,0.1608563,0.34181458,0.008686906,0.30137503,0.6831973,0.061288737,x,x,x,x,0.5415201783180237
7,0.8389669,0.8579514,0.32842726,0.72502434,0.61489487,0.76747936,0.841649,0.8553333,0.77642787,0.39212394,0.4050792,0.16104361,0.28954697,0.0048611816,0.32937884,0.6649143,0.04121818,0.018326951,x,x,x,0.49514707922935486
8,0.7422038,0.8473317,0.32555038,0.5836337,0.565963,0.7554807,0.8622531,0.86400795,0.79980946,0.3548617,0.07291534,0.12836608,0.2652683,0.0032105464,0.33591396,0.65190583,0.06318373,0.006446207,0.10420244,x,x,0.43855300545692444
9,0.71541417,0.83263123,0.34039518,0.4886248,0.55899143,0.7303137,0.7958543,0.8567157,0.52299905,0.097785436,0.01782123,0.18011905,0.23694792,0.0008592654,0.30489823,0.66641164,0.056657832,0.027670635,0.09233559,0.17588043,x,0.3849663734436035
10,0.61597806,0.75047874,0.32280964,0.42837402,0.4490231,0.70404476,0.7201332,0.8531448,0.56784815,0.11284213,0.0028484133,0.1677077,0.23398092,0.00066456915,0.2740474,0.6516764,0.0642559,0.019483257,0.07554913,0.11766258,0.03531266,0.34132692217826843
