0,0.9304783,0.89444244,0.33915022,0.88900983,0.73639286,0.78166854,0.92210114,0.8309136,0.8609211,0.3288784,0.866555,x,x,x,x,x,x,x,x,x,x,0.7618646621704102
1,0.78829646,0.84922767,0.30461437,0.7727829,0.69999444,0.75030863,0.9098074,0.81364757,0.82427967,0.34103474,0.79305434,0.115079775,x,x,x,x,x,x,x,x,x,0.6635107398033142
2,0.76936483,0.86197764,0.31124792,0.77725405,0.69794863,0.7715149,0.90545523,0.8075278,0.573904,0.32432562,0.5146239,0.07990825,0.0150719825,x,x,x,x,x,x,x,x,0.5700095891952515
3,0.79971635,0.86524725,0.31302357,0.77762073,0.6932139,0.7603409,0.8925084,0.8049613,0.69535357,0.31822452,0.24231832,0.08332427,0.12271786,8.0001475e-05,x,x,x,x,x,x,x,0.5263321995735168
4,0.7380819,0.83321446,0.20278634,0.67229265,0.669829,0.7408594,0.8625662,0.6037119,0.6679072,0.28195956,0.32396424,0.053372614,0.24614373,0.036943372,0.046008714,x,x,x,x,x,x,0.46530941128730774
5,0.75564975,0.81136423,0.20111619,0.691778,0.69175404,0.7305902,0.84475523,0.59191185,0.686963,0.2686428,0.31689397,0.044366818,0.23954922,0.03700813,0.034761913,0.09405573,x,x,x,x,x,0.44007256627082825
6,0.7047454,0.8123623,0.20491843,0.6534701,0.6501103,0.6936578,0.8134007,0.5904827,0.6784723,0.2622482,0.35585934,0.04036571,0.2367443,0.019026859,0.032112055,0.099028155,0.022936061,x,x,x,x,0.40411415696144104
7,0.6696136,0.8014942,0.19948699,0.65473914,0.6378002,0.71452874,0.8189692,0.5814909,0.6860349,0.23605363,0.2704357,0.0362047,0.24451292,0.0077381,0.045911506,0.114856176,0.011901991,0.09466273,x,x,x,0.37924638390541077
8,0.549721,0.77369285,0.18698326,0.7734879,0.530265,0.67338556,0.7837399,0.60541004,0.6624484,0.20682454,0.22627056,0.028063728,0.21490966,0.0145022115,0.06328861,0.113310754,0.018206112,0.058288794,0.04792252,x,x,0.3437221646308899
9,0.5328524,0.7390536,0.1842102,0.71114284,0.5217879,0.5973948,0.6763708,0.557391,0.36603102,0.05675302,0.13522694,0.025624229,0.22525957,0.002559292,0.08003627,0.075853385,0.0049990523,0.10952196,0.043520868,0.2434724,x,0.29445308446884155
10,0.4297546,0.5990116,0.16636327,0.63828856,0.26645088,0.6182678,0.27558625,0.560001,0.3960604,0.05556691,0.14834777,0.022865983,0.22829732,0.0026008731,0.07775164,0.060220823,0.013225545,0.12763286,0.04194809,0.18676037,0.06086524,0.23694613575935364
